@relation wine_ICA

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute class numeric

@data
0.023886,0.102356,-0.055603,0.03219,-0.019732,1
0.129339,0.045912,0.019414,0.054838,0.005211,1
0.034295,0.042815,0.00064,-0.009772,-0.033494,1
0.145002,-0.036799,0.06761,-0.083568,-0.056512,1
0.100544,0.008312,-0.062204,0.03542,-0.059763,1
0.071312,0.000059,0.007478,-0.045326,-0.009691,1
0.176959,0.05238,0.125581,-0.097679,-0.030371,1
0.052859,-0.00031,0.09803,-0.063023,-0.068332,1
0.022201,0.059528,-0.091887,0.023245,-0.001281,1
0.121444,-0.00561,-0.283251,0.08772,0.063919,1
-0.10842,0.028329,-0.075135,0.019593,-0.028006,1
0.032506,-0.139172,0.050957,-0.087618,-0.105548,1
-0.016394,-0.079053,0.038388,-0.026571,-0.089572,1
-0.111528,-0.29587,-0.200542,-0.052807,0.008532,1
-0.044393,-0.045651,-0.044273,-0.083271,-0.030854,1
0.100918,0.090992,-0.02115,0.047955,-0.038821,1
0.152449,0.061288,0.064463,-0.018877,-0.042177,1
0.032416,0.064046,-0.123989,0.093465,-0.037739,1
0.131567,0.044298,-0.200087,0.050605,0.060475,1
-0.011785,-0.054963,-0.060778,0.018073,-0.084655,1
0.124806,0.002283,0.018316,-0.04844,-0.10802,1
0.001538,0.023352,0.038387,-0.062977,-0.047476,1
-0.100617,-0.05027,0.03484,-0.080819,-0.126893,1
-0.059546,-0.005317,0.054389,0.04908,-0.06508,1
0.091509,0.013447,-0.009767,-0.052727,-0.059474,1
0.101775,0.020152,-0.043162,-0.019121,-0.062323,1
-0.030217,-0.039247,-0.012725,-0.019868,-0.103369,1
-0.090066,-0.108599,-0.000945,-0.051347,-0.118005,1
-0.085277,0.004875,0.011968,-0.037592,-0.091157,1
-0.115237,-0.026845,0.058583,-0.10024,-0.149613,1
0.002345,0.073935,0.019553,-0.009081,-0.101862,1
0.000519,-0.026853,0.031504,-0.011003,-0.089849,1
-0.019228,0.020852,0.04459,-0.01818,-0.098884,1
0.092713,0.054596,-0.010102,0.002824,-0.105986,1
0.131045,0.016993,-0.025712,0.000976,-0.063102,1
0.063507,-0.073978,-0.334297,0.057064,0.087852,1
-0.000043,-0.045355,-0.221342,0.100043,-0.00564,1
0.117388,0.075142,0.025772,-0.043322,-0.075429,1
0.093564,-0.027395,0.060895,-0.117284,-0.033002,1
0.074556,0.045947,-0.004589,-0.02429,-0.093326,1
0.00995,0.05816,-0.033898,-0.015078,-0.034306,1
0.001136,0.061036,-0.010039,-0.012328,-0.080967,1
0.03825,-0.024663,-0.039586,0.000772,-0.07853,1
0.028304,0.034223,-0.00515,-0.016422,-0.108703,1
-0.036856,0.005397,0.017857,-0.060142,-0.080154,1
0.028077,-0.024577,-0.006674,0.013103,-0.109723,1
0.025111,0.036676,0.052966,-0.041012,-0.085835,1
-0.024572,-0.030373,0.035347,-0.020989,-0.096491,1
0.119576,0.000741,-0.005401,-0.025243,-0.089372,1
0.020418,-0.028019,-0.020111,-0.092239,-0.065714,1
0.03886,-0.002425,-0.082433,0.012155,-0.043945,1
0.038147,-0.00401,-0.010743,-0.007639,-0.119177,1
-0.003044,0.008209,-0.051112,0.035541,-0.034766,1
0.054155,-0.03576,0.019286,-0.052423,-0.091611,1
0.03516,-0.059736,0.034464,-0.058336,-0.113608,1
0.024551,-0.027409,0.000767,-0.059999,-0.126495,1
-0.00741,0.004557,-0.008577,-0.040889,-0.112654,1
0.06582,-0.075578,-0.094349,0.009382,-0.086315,1
0.032944,0.153732,0.037537,0.074187,-0.080776,1
-0.061272,0.087797,-0.044544,0.013775,-0.11037,1
0.019949,-0.01564,-0.022114,-0.045155,-0.056843,1
0.112233,-0.3207,-0.027652,-0.079901,-0.01404,1
-0.067885,-0.10513,-0.080701,0.052548,-0.118014,1
-0.040971,0.030624,-0.003596,0.055572,-0.111805,1
0.020692,-0.003256,0.030842,-0.024559,-0.114711,1
0.049443,-0.022437,0.023093,-0.042748,-0.10815,1
0.101641,-0.070517,0.058775,-0.06595,-0.085431,1
-0.078106,-0.177743,-0.001084,-0.04011,-0.120054,1
0.013929,-0.099338,0.001769,-0.051113,-0.131855,1
-0.123259,0.039953,0.01558,0.023616,-0.112378,1
0.060187,0.024179,-0.124692,0.088034,0.024088,2
0.011331,0.019363,-0.019065,0.104569,-0.0045,2
-0.045766,-0.067979,0.021162,0.063043,-0.026782,2
-0.044404,0.000292,-0.0415,0.107724,-0.010995,2
0.014232,0.072875,0.071926,0.013954,-0.016998,2
-0.001764,0.048908,0.062643,0.070479,0.027596,2
-0.177399,0.091672,-0.01232,0.115243,-0.056112,2
-0.13643,-0.025018,-0.006114,0.141334,-0.056111,2
-0.042993,0.068458,0.053448,0.094743,-0.022439,2
-0.06743,-0.059954,-0.014563,0.066838,-0.034943,2
-0.053053,0.021242,-0.005467,0.073473,-0.035432,2
-0.085701,0.046794,0.046508,0.04433,-0.010728,2
-0.074923,-0.025288,-0.012513,0.088541,-0.054804,2
-0.073897,0.078296,-0.000189,0.119953,-0.044933,2
-0.027809,0.040219,-0.004672,0.128907,0.090809,2
-0.143034,0.046641,-0.056842,0.088503,-0.01716,2
-0.07957,0.11106,0.062563,0.151379,-0.067109,2
-0.074248,0.023258,0.104086,0.10746,0.001366,2
-0.015939,-0.023399,0.108598,0.075681,0.032437,2
0.058606,-0.059234,0.037791,0.146705,0.081672,2
0.070022,-0.138615,-0.015006,0.134258,0.071838,2
0.129395,-0.113338,0.087381,0.11473,0.098921,2
0.069929,-0.175722,-0.008068,0.073375,0.018729,2
0.067993,0.006689,0.131319,0.099674,0.099617,2
0.050789,-0.026472,0.046101,0.057279,0.044104,2
-0.104983,0.013229,0.075605,0.126721,0.025407,2
0.051381,0.021876,0.13646,0.115142,0.035684,2
-0.168701,-0.126814,0.059239,0.04033,0.012219,2
0.107556,-0.220751,0.223022,-0.00031,0.119008,2
0.099932,-0.131849,0.225022,0.002887,0.085306,2
-0.000879,0.002214,0.105199,0.086947,0.000344,2
-0.02973,0.024079,-0.025526,0.110928,0.02239,2
-0.028272,-0.021299,-0.025885,0.105515,-0.005579,2
-0.029272,0.070124,-0.041294,0.12013,0.014136,2
0.008032,-0.047253,0.149165,0.074758,0.046361,2
-0.068183,0.00661,0.076209,0.116845,-0.024224,2
0.01785,-0.100169,0.077937,0.122769,0.106187,2
0.012185,0.015078,0.163624,0.089101,0.069197,2
-0.039716,-0.11812,0.061719,0.062948,0.055078,2
-0.043466,-0.109551,0.017677,0.136219,0.051227,2
0.002387,0.061072,0.01225,0.107837,-0.017132,2
0.084286,0.000455,0.174066,0.086148,0.043777,2
0.037988,-0.015394,0.14942,0.066371,0.065208,2
-0.103108,0.056299,0.056877,0.150992,0.03392,2
-0.085189,-0.039009,0.030415,0.098691,0.029819,2
-0.000094,-0.018702,0.012455,0.164178,0.137742,2
0.025391,-0.041128,0.001341,0.111061,0.122808,2
-0.023143,-0.093503,0.113454,0.106096,0.03487,2
