@relation wine_RP

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute class numeric

@data
-405.293786,769.658839,567.384095,99.609716,67.060121,0
-283.399351,579.022779,418.880157,60.911243,108.519583,0
-302.717809,602.200816,439.477856,66.352769,94.949822,0
-413.008219,778.991617,579.161784,102.645665,58.560872,0
-436.453428,826.988786,609.28014,108.749231,67.094009,0
-256.438382,514.740415,377.867862,54.500497,85.383522,0
-344.416252,668.357152,491.253078,79.835334,81.324674,0
-426.3122,814.993073,601.872131,103.636633,79.264034,0
-422.208499,804.20751,593.942927,104.565805,69.834914,0
-388.852005,743.692729,548.044964,94.408276,70.758784,0
-420.867872,798.275552,591.204592,102.690655,70.676115,0
-505.87123,949.335417,702.453474,128.556584,67.908957,0
-463.150192,867.38473,641.594586,120.058923,54.764329,0
-511.742885,952.113856,706.697008,131.717816,53.404006,0
-475.071722,899.334322,661.255757,119.429729,74.175277,0
-553.899716,1036.261668,765.680943,141.366131,72.214063,0
-416.633978,800.79522,588.025666,100.3371,86.339917,0
-443.573803,843.121475,623.571415,106.951532,82.59889,0
-377.686038,733.883901,537.581188,88.542791,89.555694,0
-512.445641,956.601846,708.182703,130.836404,62.269881,0
-517.207019,968.123502,715.778746,131.331916,67.641897,0
-192.812388,397.686366,285.368596,39.184953,74.385762,1
-258.972144,515.379996,375.294679,54.866284,83.200444,1
-159.785502,342.703025,246.952394,25.699504,89.754278,1
-237.81809,477.257843,348.987157,48.888924,76.915048,1
-150.242859,318.47586,232.356623,22.913582,77.626815,1
-117.551625,270.649595,193.721844,11.055744,98.584698,1
-258.804809,511.551696,376.186381,54.681265,79.798878,1
-187.136718,380.924034,278.792878,37.403625,63.650109,1
-190.800251,385.316998,283.906761,36.850776,63.965799,1
-286.221764,568.394657,413.590121,60.943992,90.149576,1
-260.299446,545.533285,392.149642,48.945827,134.742967,1
-339.92912,653.904537,484.146567,77.819063,78.370449,1
-145.154661,308.611772,228.748795,18.797888,77.421022,1
-171.588208,355.147903,263.041826,27.723953,75.662183,1
-378.962754,739.248481,546.858533,79.657333,114.018384,1
-347.721571,667.063925,492.689973,79.169332,76.147701,1
-150.829854,325.770908,235.275826,24.057251,87.821967,1
-137.648092,298.739156,215.993307,21.198515,76.422002,1
-177.346964,379.802206,274.706479,29.099098,101.916328,1
-278.8338,568.472898,411.4839,57.170673,117.252401,1
-163.575815,349.354348,257.559724,24.183987,92.333775,1
-88.841512,211.971836,152.311836,4.742012,81.737258,1
-276.478525,538.107703,398.171735,61.665946,65.520706,1
-243.386757,472.082557,352.550875,49.986726,61.099563,1
-190.772417,386.790021,288.876165,35.555616,72.390466,1
-191.681361,392.670743,287.522464,35.054219,81.102762,1
-159.190697,342.14662,247.200549,24.468859,89.083698,1
-181.621157,371.950634,275.499729,30.711697,78.776957,1
-211.155471,421.010698,313.955252,38.559204,74.528803,1
-263.27783,510.586602,379.803828,56.73297,65.540421,1
-243.050369,468.102324,350.516962,51.166196,52.570772,1
-177.615386,361.922533,267.110545,32.722152,69.178608,1
-163.387994,338.30384,250.461861,26.57518,75.448287,1
-184.184606,371.881619,276.202954,33.922869,67.262101,1
-92.762054,221.385542,159.953262,6.710946,83.839512,1
-114.884351,263.662943,188.752916,11.593258,92.649063,1
-352.142033,707.946209,515.000136,73.573224,139.22946,1
-225.955964,472.565559,343.183558,38.846981,121.277075,1
-153.781372,325.229518,236.46585,25.761914,74.989689,1
-253.541799,497.653527,366.985553,53.885575,69.791976,1
-142.952834,307.350202,225.864054,21.705561,79.993805,1
-271.72172,536.512679,394.20293,59.470405,77.694686,1
-210.340209,424.400685,311.947629,41.613981,73.08682,1
-154.252121,331.539209,242.008466,22.281994,89.171478,1
-148.252337,313.606496,229.845908,22.502067,77.206658,1
-258.421575,506.059262,374.73575,55.588896,66.142415,1
-102.938797,237.739479,174.423566,8.024289,84.765002,1
-190.205206,384.480328,284.176093,36.75628,66.390383,1
-179.794866,366.073658,272.419528,31.490594,71.824943,1
-101.728837,236.793104,171.250247,8.076982,86.599089,1
-260.74102,511.371154,378.184468,54.724839,76.006066,1
-205.400473,423.375206,312.354383,37.843043,94.69625,1
-108.182689,246.198638,179.75365,9.62775,82.829928,1
-226.592346,458.222355,336.445588,44.100926,88.614017,1
-156.954341,326.986886,240.153543,23.854182,78.673476,1
-135.854811,290.164712,213.527282,17.579627,76.086652,1
-145.366583,306.367401,226.227013,20.920152,77.014627,1
-182.291566,372.878653,275.048139,32.385888,73.925514,1
-111.314883,261.094624,188.835045,7.253879,103.172833,1
-130.392062,283.250052,206.495055,20.521322,71.76439,1
-211.159283,425.177743,314.600808,42.223371,73.097542,1
-236.088358,470.952112,347.288018,47.601517,80.288878,1
-161.120051,348.047304,256.927756,18.392061,110.993197,1
-121.097735,273.944378,203.530185,10.157021,97.412249,1
-130.938085,286.807559,213.602984,17.996,79.26329,1
-133.162725,285.846988,213.37754,19.04671,74.642162,1
-132.008413,285.377897,209.751387,17.340311,77.340815,1
-120.926869,265.105021,195.142501,13.499468,78.931506,1
-169.005048,346.908289,260.768125,24.318456,82.630544,1
-115.84349,256.054615,190.211906,10.35398,82.093968,1
-220.387719,435.522093,325.5801,44.969394,65.566943,1
-231.38753,477.416458,345.995803,43.423391,107.120976,2
-192.726541,400.835867,293.590718,34.445562,91.778202,2
-207.652551,420.635781,311.877691,37.922404,84.281041,2
-222.453699,452.781235,333.35697,42.426079,92.048813,2
-250.700696,490.531519,361.465336,54.620143,66.510961,2
-267.109098,524.518601,386.762518,58.885818,74.41899,2
-278.877593,541.392804,403.203822,62.171288,70.091087,2
-188.082556,386.977742,288.876919,32.729012,85.369887,2
-218.018766,438.365551,323.70221,44.609043,72.698655,2
-219.577903,444.728255,328.228915,40.655578,87.192418,2
-225.001471,452.966713,333.599387,44.422125,80.81895,2
-304.17956,588.057029,435.265896,69.80089,66.056512,2
-189.847483,392.379001,289.386819,32.622969,85.222329,2
-203.4044,416.296694,307.241204,39.510151,78.989435,2
-330.716895,645.45909,475.663344,76.60186,87.934859,2
-322.14987,624.487393,463.042112,73.048935,79.064038,2
-148.428085,313.91138,233.032561,25.173174,70.553439,2
-238.440919,470.813912,350.468683,50.962116,69.146119,2
-247.913152,489.718841,363.262421,52.506122,74.04338,2
-198.828772,415.664975,305.222209,35.636648,100.085488,2
-174.589832,377.600619,276.157565,25.341882,112.779822,2
-169.628421,362.950593,265.506043,26.676007,100.955979,2
-145.035993,320.287472,234.293956,15.690243,108.538892,2
-257.151824,509.711941,376.382243,56.3823,78.713035,2
-241.246093,482.57018,354.813966,49.126064,85.522479,2
-279.401473,545.227359,406.808302,62.373263,73.127217,2
-174.75693,363.433197,268.384002,32.340154,76.746594,2
-346.42412,658.967377,493.029819,78.762745,72.007837,2
-251.066742,496.003739,369.15721,51.148039,78.847277,2
-236.729482,466.459303,346.751034,49.006781,70.923526,2
-193.356535,392.294421,290.607053,36.892642,75.196768,2
-256.175687,514.604835,377.485086,52.905309,89.581993,2
-209.280874,430.530395,316.339856,38.32887,92.727572,2
-254.423909,510.427019,374.620938,53.480123,88.549964,2
-233.043753,463.498311,343.838204,48.403201,72.515648,2
-191.803132,391.826464,291.632916,36.134655,75.003756,2
-262.046461,524.098875,387.408043,54.246667,92.634588,2
-264.234411,516.919477,383.050539,59.553642,67.929459,2
-287.497268,563.753032,418.591767,61.225657,84.261422,2
-233.40909,474.952728,351.327796,44.3528,97.101853,2
-186.516516,385.964148,282.848066,34.352619,83.801735,2
-172.378712,355.783347,261.629119,31.833531,73.316135,2
-252.268797,498.384439,368.323154,54.555453,71.699884,2
-284.760211,558.233195,414.578739,64.356273,74.678396,2
-287.982042,564.295909,419.147199,62.553014,81.77157,2
-319.648697,630.588634,464.433507,71.863118,96.974271,2
-322.393776,633.936027,466.110674,71.776757,96.508999,2
-207.554282,421.697175,313.652216,38.814372,81.960331,2
