@relation lr_RP

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute class numeric

@data
5.607623,5.616637,-0.177861,1.532025,1.5663,3.769001,-3.050757,1.165493,1.163135,-0.374536,1.132876,6.69394,-4.59133,-3.848086,2.192352,-0.141308,17
6.485839,6.802921,0.178996,6.172793,6.773795,-2.739163,-8.618808,6.945936,3.532087,3.023947,-5.478594,7.764041,-3.334787,0.221198,-1.479978,5.591081,21
5.199411,3.815668,0.149211,6.866098,4.007495,-2.782998,-7.944542,7.752734,1.83585,4.778058,-6.056874,5.198338,-0.129798,1.523614,-2.109514,-2.539238,8
5.997098,6.175372,-0.224503,8.804424,1.395295,0.06613,-7.594209,3.186407,1.576279,6.055999,-5.555871,8.0918,0.7371,-2.018443,-0.337698,0.161721,5
6.583124,3.771751,-1.118936,6.340598,1.871047,-1.362604,-9.553026,4.769961,2.073524,3.961651,-5.52335,5.644933,-0.555834,1.275566,0.560263,-5.847031,22
3.992876,3.559629,-1.698422,3.895234,4.072125,-4.175339,-6.162603,5.229172,2.62617,1.35242,-4.666201,2.881474,-2.122105,0.606916,1.351546,-1.128658,22
5.133108,9.218021,-1.416786,6.833548,2.834328,-0.050136,-6.511016,1.188972,1.919946,3.648063,-4.945213,8.541754,-3.370009,-2.813627,0.998726,1.050346,2
7.72829,7.919152,-1.093595,7.688021,3.679591,0.891256,-8.751296,4.2987,3.326226,5.0428,-4.488905,8.867034,-1.682745,-2.234879,0.230268,2.158758,14
5.040474,1.820025,0.055245,5.847751,2.103617,-2.535706,-8.476079,3.755236,3.376386,3.075612,-2.898959,4.481343,0.305674,-2.201881,2.063651,-0.793745,17
4.813566,8.575619,-2.906373,2.52221,4.511512,-1.426044,-6.43751,3.425872,0.061515,-0.142992,-4.216935,4.617607,-5.643777,0.276659,1.377558,-5.075421,3
6.888172,11.118925,-1.14644,5.921968,9.720101,-3.057374,-6.044094,6.428133,4.548164,2.088932,-5.035741,7.29184,-2.056683,1.51597,0.486849,5.842415,14
8.37884,7.214588,-1.217764,8.054922,5.071296,0.636416,-7.791492,7.171022,5.208483,5.520609,-3.924275,8.592185,-1.633941,-1.452104,0.446758,3.06123,19
7.014225,2.733484,-0.858171,5.743825,2.105084,0.87897,-7.294824,7.187171,2.95484,4.361581,-5.281436,5.695279,-0.869818,-0.695876,-0.314086,-0.257273,10
4.015661,6.717622,-1.242339,5.870992,4.933731,-3.462457,-5.699644,6.460812,3.09437,2.46319,-3.932955,6.106631,-4.640919,-1.44641,-0.078741,1.459797,15
5.536383,5.659132,0.512992,1.427922,2.255321,2.634759,-2.789427,1.942046,-0.158498,-1.585071,1.749904,5.864455,-3.144705,-2.28069,1.76126,0.950484,17
4.790989,6.414679,0.074716,6.434115,4.952414,-4.14886,-7.644575,4.843531,2.135254,2.396719,-4.313048,6.254058,-1.314327,-0.453433,-0.157144,2.709999,15
5.42008,6.735249,-0.636414,6.445261,4.324524,-1.872015,-6.570484,5.271104,2.542925,1.371596,-5.196737,6.695778,-2.308268,-1.481761,0.67691,4.214089,19
5.32005,3.063406,-2.911701,6.556142,0.922592,-1.015162,-7.784392,6.644737,2.94168,8.237148,-6.26716,5.757385,-3.634077,0.874651,-1.953112,-5.663919,21
5.092701,2.497613,0.33341,6.638431,-0.183113,-0.545331,-9.144272,5.715503,1.451727,4.236937,-2.452213,7.506304,-4.037744,-5.628355,-0.883723,-2.454494,15
5.977798,4.483064,-1.97782,8.055703,1.053595,-0.671334,-8.20393,5.354216,3.389075,5.586551,-6.022372,7.040305,-1.673931,-1.999982,0.089255,0.670136,22
5.938542,7.18716,-1.495601,6.194162,2.978335,-0.296962,-7.94382,4.056249,2.029499,3.340647,-5.015082,7.261804,-2.532873,-1.488712,0.706498,-1.734714,22
5.538773,4.697132,-1.757931,4.093547,4.132826,-0.871153,-5.68486,7.539542,3.814787,1.208107,-5.729136,4.641911,-3.541378,-0.70669,1.155919,-2.586224,22
4.417395,8.236705,-3.557101,5.697314,7.210759,-7.509612,-9.575977,0.322991,3.625826,4.587945,-4.856821,4.079134,-1.974296,1.285027,3.338232,0.666051,8
4.882359,6.427623,1.480944,8.32978,5.498801,-6.210042,-10.643701,1.456172,2.027981,4.241679,-4.077409,7.394624,0.520003,-1.217791,-0.074728,5.733971,8
4.525783,6.632077,-0.019875,6.983143,3.243289,-2.094426,-7.49577,2.368332,2.053829,3.62248,-4.930941,7.756271,-3.161531,-2.152258,0.051139,-0.026682,2
4.812938,5.308498,-0.573699,5.268946,2.451471,-0.856608,-6.124476,4.186037,1.156017,2.332246,-4.536803,5.71531,-1.340944,-1.482129,-0.013044,1.153547,12
3.728149,5.81021,-1.43357,3.999235,4.853427,-2.371264,-4.78553,8.651054,5.088125,-0.823867,-4.016758,4.314731,-2.847738,-0.294527,0.880174,-1.852378,9
3.438729,2.521844,-1.956987,3.990475,4.286439,-6.794954,-8.219037,3.587753,2.205895,2.569597,-4.138211,2.029096,-1.905726,0.687085,1.6616,-0.509322,7
4.154839,6.018113,-1.703886,4.795975,3.723509,-2.970327,-6.946403,5.935067,1.501496,3.291008,-3.241906,5.592854,-4.605268,-0.039615,-1.289758,-0.841786,3
6.912051,6.768161,-1.145239,4.218681,4.443932,0.630289,-5.412648,8.334582,4.635844,2.110497,-4.894742,6.663179,-2.812991,0.268527,-0.005214,-4.273353,9
6.941525,6.002183,0.027963,6.195987,1.02229,0.531394,-9.722375,2.192165,-0.329166,5.20523,-3.029226,8.198745,-1.387946,-2.908097,-1.047909,-2.234824,18
8.630083,3.793901,-3.62364,4.775478,2.730022,2.306837,-8.219986,9.73734,5.331792,3.682716,-5.328638,5.545404,-3.004646,-0.038533,0.750607,-1.51543,14
6.049572,2.98403,-0.659377,6.157859,0.151993,-0.012504,-8.462131,4.219325,1.446099,3.949319,-6.401333,6.663013,-2.332368,-1.621848,-0.006124,-4.695584,18
4.795749,7.965397,-1.14974,3.532286,6.826198,-3.494335,-5.934913,5.874286,2.157746,-0.268366,-3.905842,4.803105,-3.03417,0.311946,0.117221,4.074795,3
4.731897,3.002842,-1.135247,2.383126,4.083842,-3.239584,-8.899181,8.575338,0.563655,0.130133,-4.054425,4.081024,-7.152972,-1.267316,-1.517439,0.344461,16
5.737665,2.612053,-2.022429,2.690083,2.927448,-2.880345,-8.137984,6.112,0.012393,2.835688,-5.952907,2.925833,-3.079339,1.519294,-0.805845,-2.341719,20
4.813523,1.895707,-0.722292,6.960244,0.487369,-2.337758,-6.798914,7.909614,1.312863,7.412235,-5.869764,5.396701,-1.948015,0.951728,-2.676388,-8.1697,20
5.197322,6.466054,-0.816208,4.701588,5.190798,-0.847586,-4.073047,10.006629,5.806619,0.677943,-4.278287,5.56424,-2.227996,-0.042117,0.336032,-3.981305,9
6.749379,7.331128,-0.998057,8.266248,4.893474,-2.182843,-8.51514,4.961063,4.436626,5.787638,-5.527294,8.138891,-1.068458,0.311761,-0.010723,2.003578,19
6.550817,3.002245,-0.680703,4.844441,2.290833,0.000225,-6.612482,8.220598,2.459932,5.658856,-4.757283,5.31965,-1.70587,0.559777,-1.74742,-5.806074,3
8.117736,8.004685,0.760463,7.835529,5.350814,0.916971,-9.100439,5.905329,5.016377,6.030117,-4.427059,10.804372,-2.522233,-0.442026,-1.928631,-0.53923,21
5.084674,4.129287,-2.086702,1.483381,2.710493,-0.845867,-7.281276,7.649277,0.984138,-0.295944,-2.3798,3.728364,-5.155607,-0.887688,-0.346911,-2.681848,16
4.90827,5.188587,0.59637,6.741617,3.524572,-1.592477,-6.007484,5.163587,3.30312,3.868066,-4.225257,6.553779,-0.650284,-0.824668,-0.00529,-3.838537,11
4.722707,8.954865,-3.0005,2.68529,4.00396,-0.930452,-6.52337,3.617852,0.175436,-0.096103,-3.568528,5.168184,-6.154034,-0.204818,1.336167,-6.870486,3
5.66006,4.990439,0.252913,7.023079,0.673398,0.300261,-8.271169,2.845747,-0.023108,2.329187,-6.903145,6.402595,0.81296,-3.078222,0.480135,-0.442768,15
5.367642,8.126072,-1.559971,6.196251,4.832607,-2.919236,-7.831789,3.074792,2.373684,3.538978,-5.144666,6.689656,-2.627618,-0.522849,0.87167,-0.714904,11
5.005286,5.572139,-0.675411,4.817078,1.919243,-0.4715,-7.317414,1.779459,0.223633,2.871858,-4.611179,5.864814,-2.313754,-2.384139,0.763958,-3.111684,3
5.934898,10.808257,-3.737578,2.340999,5.397685,0.168911,-6.624567,0.897226,1.595564,1.9987,-5.217392,6.094199,-5.680647,-0.486261,2.291446,-6.317263,15
8.126739,10.36541,-0.544936,7.088074,6.181613,1.417915,-7.873417,6.123624,5.722982,4.837105,-3.503868,10.122967,-1.793857,0.089525,-0.197101,-2.852591,23
7.258314,4.345912,-0.649683,2.934412,5.672984,-1.004846,-9.902201,7.243254,2.297724,1.450425,-4.387657,5.503835,-3.71561,0.159556,-1.179716,4.582487,21
5.465078,7.122042,0.934128,9.553985,3.880587,-2.340877,-8.457218,3.780052,3.457136,6.755996,-4.597457,9.333231,-0.357536,-1.011713,-1.414385,0.100992,5
6.545591,4.654329,-0.794809,7.057699,1.284611,0.793754,-7.909106,4.765371,1.772627,4.950399,-6.183826,7.094255,-0.736743,-0.817483,-0.518016,-2.58701,5
6.717138,6.361132,-0.21599,5.64162,6.982154,-2.632554,-9.048712,7.091772,2.812371,3.075097,-5.200679,6.953285,-4.090315,-0.099482,-1.360829,5.831086,0
7.467226,11.569952,-1.876507,5.160086,10.42232,-2.164421,-4.952562,7.690184,5.636689,2.102813,-3.904524,7.054903,-2.298439,2.924958,0.794466,4.350262,14
5.944573,4.665635,-2.055911,3.046419,4.48382,0.403549,-9.853763,7.34584,5.253561,1.678093,-6.080268,6.41981,-6.904187,-1.886781,-0.066012,-2.652817,20
6.26447,7.796737,0.574807,8.774065,4.536637,-3.567979,-10.997056,2.386178,1.136917,7.747844,-5.003277,9.700804,-2.267005,-0.110405,-2.780822,2.260765,0
6.515796,4.638814,-0.480628,7.228062,2.60488,0.785199,-8.396771,7.251775,5.194346,5.565842,-2.164771,8.213669,-3.032446,-4.003714,-0.329212,0.162489,24
5.199133,5.354681,-0.826663,6.27311,1.640544,-0.750964,-8.554617,1.873143,1.256286,4.46387,-5.940234,6.854345,-2.302095,-2.060763,-0.032771,-0.319758,2
4.198161,5.629609,-2.31826,0.949338,6.041457,-4.397111,-6.21711,8.126514,0.38133,-1.990939,-3.577325,2.645904,-6.456375,1.410835,-0.592378,0.757436,16
6.237005,5.707174,-0.339598,7.129917,5.449599,-4.628458,-10.742404,2.622579,3.326525,4.728597,-4.08942,6.217314,0.94423,0.26686,0.768628,6.447412,1
9.567968,11.096211,-1.010953,8.316249,6.631432,3.270113,-5.316143,7.057751,5.829017,5.472841,-2.954354,10.04348,0.787335,0.094138,0.997345,3.234741,19
4.602732,8.228803,1.829966,8.877378,3.815831,-4.276046,-10.35457,-0.077703,0.209481,6.333135,-5.15437,9.443916,-0.393637,-1.376215,-2.012597,-0.770063,13
6.218147,5.386069,0.327492,7.043264,5.013803,-4.140903,-10.361997,2.384089,3.082978,4.327282,-4.097529,6.464977,1.028819,-0.14388,0.668409,5.467711,1
6.850367,3.956014,0.088344,5.579395,2.781307,-0.166342,-7.999374,4.647524,2.22191,4.131617,-5.899896,6.095843,-1.100506,-1.493953,0.643511,-3.595977,15
6.563449,10.481508,-4.738129,4.199905,5.318403,1.537926,-7.462838,3.233828,6.131582,2.286763,-7.723165,8.001926,-8.026569,-0.564666,2.390573,-3.496529,23
7.319218,11.82902,-1.41723,6.20126,9.206241,-2.560903,-6.143807,5.993062,3.701739,2.308133,-4.447116,8.03604,-2.966472,0.995869,0.954082,4.267,14
7.406162,2.649926,-1.645702,4.686208,0.038896,1.453338,-7.897249,7.32825,0.961544,1.267685,-6.547077,5.404227,-2.45163,-1.191767,0.342329,-2.381609,13
3.804709,2.229405,-1.206266,3.848822,2.809785,-4.153185,-7.302486,3.473419,1.989288,2.74117,-2.653814,3.023322,-1.328217,-0.09544,1.074626,-0.602447,7
5.429182,6.62473,0.43322,9.606785,3.934916,-3.214983,-8.716213,3.757616,3.617067,5.866695,-5.501257,8.619411,0.483306,-0.753736,-0.782413,4.763914,25
3.350467,4.263859,0.608761,7.620969,2.305175,-5.665712,-8.926469,2.350775,1.482874,2.716017,-2.199879,6.293652,-0.991117,-3.495256,1.028984,4.147606,10
4.091766,7.522431,0.002056,4.721854,5.65436,-3.854828,-6.330124,6.032065,1.597387,-0.241222,-3.850017,5.735811,-2.700003,-0.480541,-0.677431,2.647886,3
4.382818,4.355017,-1.278802,6.620425,2.178487,-2.716886,-7.439454,5.136149,2.794434,3.68542,-2.640015,5.404901,-2.515507,-3.725111,1.194431,-0.595253,12
4.576655,3.952484,-1.094569,5.405729,1.247169,-1.780931,-7.460692,5.679307,0.62307,0.123537,-4.752926,5.002279,-2.708449,-1.161798,0.090189,1.246528,6
5.039016,2.422784,1.059573,7.591479,1.197242,-2.782209,-9.141393,3.623126,1.191728,4.563816,-6.181424,5.920625,0.861454,-1.756743,-0.487565,-0.674202,6
6.050088,9.860383,-0.712579,7.640992,6.093937,-1.23687,-6.62364,5.05361,4.655417,5.215479,-3.214696,9.399817,-3.539191,-0.76286,-0.410303,0.493464,23
5.084803,4.257074,0.354581,7.140676,3.512818,-2.490758,-7.518918,7.994695,1.88375,2.657187,-5.42882,5.770912,-0.384105,0.161646,-1.279378,-0.675234,8
7.734792,10.134286,-0.257902,5.152514,7.040439,0.823923,-6.921574,4.33003,3.125743,2.283006,-5.357276,7.68067,0.61207,1.542925,-0.412092,3.332963,13
1.828318,0.54916,0.621421,5.455063,0.143758,-5.935615,-8.56441,5.772878,0.831477,1.110472,-2.54318,4.155287,-3.82794,-4.290008,-0.087423,-3.304112,9
4.396556,10.374225,-3.112046,2.090945,7.251775,-3.706604,-5.157695,2.326315,0.125176,-0.392074,-5.679785,3.958924,-5.160284,1.453219,1.60315,-1.051055,15
2.146135,3.558376,-1.297522,2.580441,4.958043,-5.983236,-4.682417,4.840479,2.150851,-0.918382,-2.009931,1.750663,-2.605421,1.369709,1.314305,0.436842,7
7.035623,6.224247,-3.060381,3.491759,3.575664,0.586432,-6.492096,6.280116,2.460574,3.123971,-3.331681,5.200003,-3.5511,-0.28971,0.598336,-1.589618,11
7.754811,10.344904,-0.991406,6.503305,8.278872,-0.508923,-4.29681,7.974495,4.22555,0.787673,-4.278548,7.166751,-0.488722,1.517731,1.276006,6.430946,19
5.876239,10.471101,-1.602149,6.651923,7.383247,-2.759617,-5.996664,5.588919,4.212385,3.60199,-4.286146,8.23763,-4.213771,0.584535,-0.330454,4.040242,23
3.390231,1.420113,-0.740281,3.61204,4.011256,-4.70667,-7.397465,4.961838,2.840513,1.980252,-3.520176,1.838651,-0.665614,-0.278181,1.122267,-0.445343,7
6.865362,6.852656,-0.121811,7.457635,5.332703,-1.21776,-8.176552,6.368661,4.932824,5.045039,-3.722712,8.316014,-1.130539,-0.02093,-0.739414,3.128924,10
4.749169,6.559679,1.781143,9.356937,3.778174,-3.704691,-8.526107,2.772504,2.790388,4.214596,-3.695757,8.259642,0.999906,-3.249796,0.688708,1.800841,5
3.882151,5.239854,-0.18402,5.903101,7.065075,-7.896005,-8.936055,2.748965,2.074327,3.124962,-4.549246,4.012374,-0.927439,0.56303,0.59864,6.413666,8
6.28618,5.736968,0.156211,6.670464,3.758355,-1.124106,-7.872653,6.434619,4.097897,3.791716,-3.304404,7.549326,-0.675174,-1.400146,-0.022019,-0.356482,24
5.515743,5.664384,-1.198766,6.350428,6.524671,-6.129236,-9.485151,3.3597,3.750296,3.758525,-3.858464,5.035143,-0.660142,0.953741,1.24909,7.045849,1
5.703706,5.425758,3.496348,8.148661,3.063421,-3.774629,-11.324384,0.302845,-0.351894,4.854197,-5.307842,9.180619,0.607881,-2.558555,-1.622525,0.193474,18
5.830306,4.849341,1.509433,5.297372,7.699757,-3.090458,-9.756433,8.168655,2.134788,0.963463,-5.792143,5.491758,-2.393023,-1.152072,-1.695232,6.310594,0
6.841037,10.506675,-1.390303,5.441567,8.813693,-3.200146,-6.277058,6.342932,2.951199,0.36599,-4.915614,6.356098,-1.935176,1.858504,1.190281,5.073821,14
6.491788,8.069284,-2.351901,2.525268,4.372101,-0.2306,-7.809545,0.996407,-0.444033,2.515179,-5.229892,4.831085,-3.413596,-0.489626,1.717259,-5.581444,15
3.54949,3.241105,-1.69334,3.022426,4.896156,-6.500727,-6.802761,4.696057,1.504233,0.253732,-3.272578,1.958116,-2.434926,1.065418,1.4723,1.768806,7
7.949309,1.541172,-0.150887,5.709758,1.826784,0.439973,-7.074516,10.197378,2.412003,5.655377,-6.077144,5.982449,-2.011678,-0.226016,-1.523469,-5.177877,17
7.364981,6.761113,-0.129118,5.634798,6.364514,-1.642637,-9.697021,6.588362,2.394993,4.026075,-6.015071,7.849192,-4.565211,-0.739872,-1.555409,2.912113,0
3.668909,4.132806,-2.838709,4.581944,3.997712,-6.500928,-8.548494,3.028385,2.350326,2.635012,-3.727871,2.646662,-1.536297,0.581607,2.232039,0.667168,7
6.816179,3.613268,-1.742862,1.823352,4.747815,-0.52899,-10.264452,6.492977,2.374675,1.448094,-6.305563,4.481806,-4.937071,0.128378,-0.418772,-1.236832,20
5.756889,6.269714,-1.211833,5.983115,4.639133,-1.125876,-6.776309,6.168575,3.209437,5.401604,-5.423041,6.543553,-3.705905,-0.535101,-0.467026,-4.450226,23
6.979105,2.62214,0.032848,5.748663,3.120739,-0.483808,-9.492902,4.262943,3.010185,4.38693,-4.203939,5.810643,-0.377025,-1.91833,0.449447,5.367117,1
6.821589,4.923198,-0.379835,9.613748,2.669816,-0.264387,-8.785333,5.782399,6.945577,7.818179,-3.417578,9.095464,-0.533774,-2.92845,0.551619,-0.661024,25
5.517917,3.096164,-1.574888,3.464929,2.621772,-2.998394,-7.740214,7.907424,-0.102827,2.080602,-5.251605,3.956324,-4.201815,0.440258,-1.363047,-2.29804,20
3.213279,1.412517,-1.432144,5.393403,-0.823723,-1.480094,-7.049902,6.775896,2.1376,3.85723,-4.955533,4.728749,-4.519847,-3.234505,-0.800726,-5.425844,9
